"","p_ext","GCC","err"
"1",0.1,37.25,8.26967351229781
"2",0.147368421052632,186.9,76.5329340872281
"3",0.242105263157895,15705.35,662.520435533868
"4",0.289473684210526,29208.15,295.173554878973
"5",0.336842105263158,29010.05,214.226626496368
"6",0.384210526315789,29171,261.079872835973
"7",0.431578947368421,29137.1,222.026102069179
"8",0.478947368421053,46590.05,57.8164985098785
"9",0.526315789473684,47547.4,46.9759512918165
"10",0.573684210526316,48220.3,45.8989106628703
"11",0.621052631578947,48690.35,31.7116303594946
"12",0.668421052631579,49024.8,23.4704068915875
"13",0.715789473684211,49292.9,22.7769620337089
"14",0.763157894736842,49466.3,17.3669225867312
"15",0.810526315789474,49610.5,13.0326512998941
"16",0.857894736842105,49709.45,13.4776667134244
"17",0.905263157894737,49784,6.8629439677614
"18",0.952631578947368,49840.55,6.35983488402369
"19",1,49881,0
