"","p","diam","err"
"1",0.05,6.6,0.800000000000005
"2",0.1,13.35,2.24220873247787
"3",0.121052631578947,19,3.42052627529741
"4",0.142105263157895,29.15,6.90850924585037
"5",0.163157894736842,50.55,12.944014060561
"6",0.184210526315789,90.55,19.9084780935158
"7",0.205263157894737,78.45,12.1263143617506
"8",0.226315789473684,61.05,6.67439135801914
"9",0.247368421052632,50.1,3.57631094844953
"10",0.268421052631579,42.75,3.12849804219212
"11",0.289473684210526,39.15,2.93726062854491
"12",0.310526315789474,35.05,2.45916652547161
"13",0.331578947368421,30.25,1.51244834622542
"14",0.352631578947368,28.15,1.76847391838275
"15",0.373684210526316,27.25,2.09463600656535
"16",0.394736842105263,24.5,1.74642491965728
"17",0.41578947368421,22.8,1.02956301409867
"18",0.436842105263158,22.2,1.20830459735947
"19",0.457894736842105,21.2,1.43527000944073
"20",0.478947368421053,19.95,0.920597631976112
"21",0.5,19.2,0.97979589711329
"22",0.8,12.6,0.583095189484533
