"","p","GCC","err"
"1",0.05,21335.8,176.821548460628
"2",0.1,46273.7,212.141485806593
"3",0.121052631578947,54794.9,203.02558951981
"4",0.142105263157895,62187.1,168.049070215363
"5",0.163157894736842,68382.85,160.005710833675
"6",0.184210526315789,73694.95,173.867039718342
"7",0.205263157894737,78241.3,174.706926019764
"8",0.226315789473684,81911.55,131.486301568027
"9",0.247368421052632,85091.65,93.6708465901506
"10",0.268421052631579,87721.75,97.005090073618
"11",0.289473684210526,89981.45,75.8343424894097
"12",0.310526315789474,91785.2,101.763746003232
"13",0.331578947368421,93308.15,83.7360585465755
"14",0.352631578947368,94615.4,80.0289947418412
"15",0.373684210526316,95657.7,54.2061804720946
"16",0.394736842105263,96519.25,52.2282251314504
"17",0.41578947368421,97237.2,47.4874720264823
"18",0.436842105263158,97814.2,39.9494680939787
"19",0.457894736842105,98273.25,41.2769608908101
"20",0.478947368421053,98661.85,33.3800464201022
"21",0.5,98976.1,29.7723025543818
"22",0.8,99995.95,2.41816042631834
