"","p_ext","GCC","err"
"1",0.1,43624.25,146.2278615726
"2",0.147368421052632,60380.95,163.006280554258
"3",0.194736842105263,72913.15,181.294863416747
"4",0.242105263157895,81621.6,139.25422793875
"5",0.289473684210526,87588.55,104.764247234937
"6",0.336842105263158,91703.5,92.8937565178629
"7",0.384210526315789,94569.85,63.0049799510063
"8",0.431578947368421,96602.8,44.4551459364254
"9",0.478947368421053,97812.3,40.809435181676
"10",0.526315789473684,98708.05,26.9953236592181
"11",0.573684210526316,99199.5,26.8076481553032
"12",0.621052631578947,99555.05,24.5773777832991
"13",0.668421052631579,99763.7,11.4764977668199
"14",0.715789473684211,99881.55,9.75948254089029
"15",0.763157894736842,99948.6,7.75499834878438
"16",0.810526315789474,99976.2,5.80172403297164
"17",0.857894736842105,99992.75,2.9474565306379
"18",0.905263157894737,99998.05,1.4654354273803
"19",0.952631578947368,99999.1,0.994986363609839
"20",1,99999.95,0.217946347415052
