"","p_ext","GCC","err"
"1",0.1,24.95,6.33620548909203
"2",0.147368421052632,120.5,76.2164680367701
"3",0.194736842105263,2459.3,464.154187743683
"4",0.242105263157895,5189.1,119.523595996761
"5",0.289473684210526,5833.15,125.48795758956
"6",0.336842105263158,5831.4,132.941866994587
"7",0.384210526315789,5841.3,106.85134533544
"8",0.431578947368421,9048.8,33.1942766153189
"9",0.478947368421053,9314.8,25.065115200321
"10",0.526315789473684,9506.35,17.1443139260408
"11",0.573684210526316,9497.25,25.645418694184
"12",0.621052631578947,9653.4,13.2227077415512
"13",0.668421052631579,9762.75,9.93415824315276
"14",0.715789473684211,9827,14.5636533875961
"15",0.763157894736842,9866.15,8.00171856563178
"16",0.810526315789474,9908.95,9.27078745175199
"17",0.857894736842105,9939.6,6.19999999860602
"18",0.905263157894737,9952.7,5.08035431565377
"19",0.952631578947368,9964.4,3.24653661715936
"20",1,9975.1,1.60934769042464
