node_from,node_to,weight
FR.5061,AT.5714,1
FR.5061,AT.5715,1
FR.5062,AT.5717,1
FR.5062,AT.5732,1
FR.5062,DE.8570,1
FR.5062,DE.9057,1
FR.5063,AT.5711,1
FR.5063,AT.7471,1
FR.5067,AT.5708,1
FR.5068,AT.6438,1
FR.5069,AT.5704,1
FR.5069,AT.8190,1
FR.5070,AT.5705,1
FR.5070,AT.8190,1
FR.5071,AT.5708,1
FR.5073,DE.8776,1
FR.5074,AT.5712,1
FR.5075,AT.5713,1
FR.5076,AT.6444,1
ES.5080,AT.6444,1
ES.5081,AT.5717,1
ES.5083,AT.5732,1
ES.5083,CH.7686,1
ES.5083,CH.8905,1
ES.5084,AT.5732,1
ES.5085,AT.6440,1
ES.5086,AT.5721,1
ES.5087,AT.5725,1
ES.5087,AT.6442,1
ES.5087,AT.7469,1
FR.5088,AT.6442,1
FR.5089,AT.5728,1
FR.5089,IT.6317,1
FR.5091,BE.6447,1
FR.5092,BE.5740,1
FR.5092,BE.5742,1
FR.5092,BE.5997,1
FR.5092,BE.6447,1
FR.5094,BE.5748,1
FR.5094,BE.5755,1
FR.5094,BE.5997,1
FR.5094,BE.6452,1
FR.5094,BE.6453,1
FR.5094,BE.8219,1
FR.5094,BE.8901,1
FR.5094,BE.9028,1
PL.5096,BE.5744,1
PT.5097,BE.5739,1
PT.5097,BE.8217,1
ES.5098,BE.5741,1
ES.5099,BE.5742,1
ES.5099,BE.5743,1
ES.5099,BE.5997,1
ES.5099,BE.6447,1
ES.5100,BE.5745,1
ES.5101,BE.5997,1
ES.5101,BE.6447,1
ES.5101,BE.8219,1
ES.5102,BE.5746,1
ES.5103,BE.5752,1
ES.5104,BE.5751,1
ES.5105,BE.5755,1
ES.5105,BE.6452,1
ES.5105,BE.6453,1
ES.5105,BE.8219,1
ES.5105,BE.8901,1
FI.5106,BE.5750,1
ES.5107,BE.5752,1
ES.5108,BE.6454,1
ES.5110,BE.5756,1
ES.5112,BE.5759,1
ES.5112,BE.6000,1
ES.5112,BE.6452,1
ES.5112,BE.6453,1
ES.5112,BE.7561,1
ES.5112,BE.8219,1
ES.5112,BE.8901,1
ES.5113,BE.5757,1
ES.5114,BE.5761,1
ES.5114,BE.7561,1
ES.5115,BE.5763,1
ES.5115,BE.6454,1
ES.5116,BE.6000,1
ES.5116,BE.7561,1
ES.5116,BE.8220,1
ES.5119,BE.5765,1
ES.5119,BE.7561,1
ES.5121,BE.5766,1
ES.5123,BE.5768,1
ES.5126,BE.6063,1
ES.5126,LU.7788,1
ES.5127,BE.5770,1
ES.5128,BE.5771,1
ES.5128,BE.5786,1
ES.5128,BE.5788,1
ES.5128,BE.5809,1
ES.5128,BE.5824,1
ES.5128,BE.5831,1
ES.5128,BE.6023,1
ES.5128,BE.6046,1
ES.5128,BE.6457,1
ES.5128,BE.6466,1
ES.5128,BE.8215,1
ES.5129,BE.5782,1
ES.5129,BE.5789,1
ES.5131,BE.5786,1
ES.5131,BE.5788,1
ES.5131,BE.5809,1
ES.5131,BE.5824,1
ES.5131,BE.5831,1
ES.5131,BE.6023,1
ES.5131,BE.6046,1
ES.5131,BE.6457,1
ES.5131,BE.6466,1
ES.5131,BE.8215,1
ES.5132,BE.5773,1
ES.5132,BE.5776,1
ES.5135,BE.5775,1
ES.5137,BE.5778,1
ES.5137,BE.5779,1
ES.5137,BE.5794,1
ES.5137,BE.5814,1
ES.5137,BE.5820,1
ES.5137,BE.5827,1
ES.5137,BE.5828,1
ES.5137,BE.6021,1
ES.5137,BE.6031,1
ES.5137,BE.7568,1
ES.5137,BE.8899,1
ES.5139,BE.6002,1
ES.5140,BE.8210,1
ES.5141,BE.5781,1
ES.5141,BE.5782,1
ES.5142,BE.5780,1
ES.5142,BE.5794,1
ES.5142,BE.5814,1
ES.5142,BE.5820,1
ES.5142,BE.5827,1
ES.5142,BE.5828,1
ES.5142,BE.6031,1
ES.5142,BE.7568,1
ES.5142,BE.8899,1
ES.5143,BE.6021,1
ES.5144,BE.6002,1
ES.5145,BE.5787,1
ES.5146,BE.5789,1
ES.5147,BE.5784,1
ES.5147,BE.5785,1
ES.5147,BE.5790,1
ES.5148,BE.5788,1
ES.5149,BE.5790,1
ES.5149,BE.8210,1
ES.5150,BE.5788,1
ES.5150,BE.5791,1
ES.5150,BE.5809,1
ES.5150,BE.5824,1
ES.5150,BE.5831,1
ES.5150,BE.6023,1
ES.5150,BE.6046,1
ES.5150,BE.6457,1
ES.5150,BE.6466,1
ES.5150,BE.8215,1
ES.5151,BE.6024,1
ES.5152,BE.5809,1
ES.5152,BE.5824,1
ES.5152,BE.5831,1
ES.5152,BE.6023,1
ES.5152,BE.6046,1
ES.5152,BE.6457,1
ES.5152,BE.6466,1
ES.5152,BE.8215,1
ES.5153,BE.6461,1
ES.5154,BE.5796,1
ES.5155,BE.5821,1
ES.5156,BE.5801,1
ES.5156,BE.5814,1
ES.5156,BE.5820,1
ES.5156,BE.5827,1
ES.5156,BE.5828,1
ES.5156,BE.6031,1
ES.5156,BE.7568,1
ES.5156,BE.8899,1
ES.5158,BE.5804,1
ES.5159,BE.5799,1
ES.5159,BE.6460,1
ES.5160,BE.6462,1
FI.5162,BE.7568,1
FI.5163,BE.5809,1
FI.5164,BE.5810,1
FI.5164,BE.6024,1
FI.5165,BE.5816,1
FI.5165,BE.5832,1
FI.5165,BE.6461,1
FI.5165,BE.6462,1
FI.5166,BE.5824,1
FI.5166,BE.5831,1
FI.5166,BE.6023,1
FI.5166,BE.6046,1
FI.5166,BE.6457,1
FI.5166,BE.6466,1
FI.5166,BE.8215,1
FI.5167,BE.5834,1
FI.5168,BE.5820,1
FI.5168,BE.5827,1
FI.5168,BE.5828,1
FI.5168,BE.6031,1
FI.5168,BE.7568,1
FI.5168,BE.8899,1
FI.5170,BE.5832,1
FI.5170,BE.6461,1
FI.5170,BE.6463,1
FI.5172,BE.5822,1
FI.5172,BE.6463,1
FI.5173,BE.5827,1
FI.5173,BE.5828,1
FI.5173,BE.5829,1
FI.5173,BE.5830,1
FI.5173,BE.6031,1
FI.5173,BE.7568,1
FI.5173,BE.8899,1
FI.5174,BE.5840,1
FI.5175,BE.5830,1
FI.5176,BE.5831,1
FI.5176,BE.6023,1
FI.5176,BE.6046,1
FI.5176,BE.6457,1
FI.5176,BE.6464,1
FI.5176,BE.6466,1
FI.5176,BE.8215,1
FI.5177,BE.5828,1
FI.5177,BE.5829,1
FI.5177,BE.6031,1
FI.5177,BE.7568,1
FI.5177,BE.8899,1
FI.5178,BE.6031,1
FI.5178,BE.6032,1
FI.5178,BE.7568,1
FI.5178,BE.8899,1
FI.5179,BE.5830,1
FI.5180,BE.6023,1
FI.5180,BE.6046,1
FI.5180,BE.6457,1
FI.5180,BE.6464,1
FI.5180,BE.6466,1
FI.5180,BE.8215,1
FI.5181,BE.5839,1
FI.5181,BE.6461,1
FI.5181,BE.6471,1
FI.5182,BE.5921,1
FI.5183,BE.6032,1
FI.5183,BE.6034,1
FI.5184,BE.5845,1
FI.5184,BE.6471,1
FI.5187,BE.6467,1
FI.5190,BE.5842,1
FI.5190,BE.6464,1
FI.5191,BE.5849,1
FI.5192,BE.5851,1
FI.5192,BE.8214,1
FI.5193,BE.5917,1
FI.5194,BE.5850,1
FI.5194,BE.6034,1
FI.5195,BE.5853,1
FI.5196,BE.5851,1
FI.5196,BE.6036,1
FI.5196,BE.8216,1
FI.5197,BE.6036,1
FI.5197,BE.8216,1
FI.5198,BE.7569,1
FI.5199,BE.5918,1
FI.5199,BE.7569,1
FI.5200,BE.5864,1
FI.5200,BE.5928,1
FI.5201,BE.5860,1
FI.5201,BE.5865,1
FI.5201,BE.5925,1
FI.5202,BE.5865,1
FI.5202,BE.5926,1
FI.5203,BE.6467,1
FI.5203,FR.8189,1
FI.5204,BE.5866,1
FI.5204,BE.6048,1
FI.5205,BE.8232,1
FI.5206,BE.5870,1
FI.5208,BE.5871,1
FI.5209,BE.8232,1
FI.5211,BE.5872,1
FI.5211,BE.6038,1
FI.5212,BE.5875,1
FI.5212,BE.5898,1
FI.5212,BE.5916,1
FI.5212,BE.6045,1
FI.5212,BE.6477,1
FI.5212,FR.6536,1
FI.5212,FR.6537,1
FI.5212,FR.7443,1
FI.5212,FR.7444,1
FI.5212,FR.7447,1
FI.5212,FR.7454,1
FI.5212,FR.7457,1
FI.5212,FR.7461,1
FI.5212,FR.8129,1
FI.5212,FR.8173,1
FI.5212,FR.8180,1
FI.5212,FR.8182,1
FI.5212,FR.8191,1
FI.5212,CH.8243,1
FI.5213,BE.5873,1
FI.5214,BE.5877,1
FI.5215,BE.5874,1
FI.5215,BE.5884,1
FI.5215,BE.6040,1
FI.5215,BE.6041,1
FI.5216,BE.5884,1
FI.5216,BE.6040,1
FI.5216,BE.6041,1
FI.5217,BE.5881,1
FI.5217,BE.5898,1
FI.5217,BE.5916,1
FI.5217,BE.6045,1
FI.5217,BE.6477,1
FI.5217,FR.6536,1
FI.5217,FR.6537,1
FI.5217,FR.7443,1
FI.5217,FR.7444,1
FI.5217,FR.7447,1
FI.5217,FR.7454,1
FI.5217,FR.7457,1
FI.5217,FR.7461,1
FI.5217,FR.8129,1
FI.5217,FR.8173,1
FI.5217,FR.8180,1
FI.5217,FR.8182,1
FI.5217,FR.8191,1
FI.5217,CH.8243,1
FI.5218,BE.5890,1
FI.5218,BE.5891,1
FI.5218,BE.5895,1
FI.5218,BE.5899,1
FI.5218,BE.6472,1
FI.5218,BE.8218,1
FI.5219,BE.6043,1
FI.5220,BE.5888,1
FI.5220,BE.6041,1
FI.5221,BE.5889,1
FI.5221,BE.6040,1
FI.5221,BE.6041,1
FI.5222,BE.6042,1
FI.5223,BE.5896,1
FI.5223,BE.6477,1
FI.5224,BE.5893,1
FI.5225,BE.5894,1
FI.5226,BE.5891,1
FI.5226,BE.5895,1
FI.5226,BE.5899,1
FI.5226,BE.6472,1
FI.5227,BE.5892,1
FI.5227,BE.5895,1
FI.5227,BE.5899,1
FI.5227,BE.5909,1
FI.5227,BE.6472,1
FI.5228,BE.5909,1
FI.5229,BE.5906,1
FI.5230,BE.5902,1
FI.5231,BE.5899,1
FI.5231,BE.6472,1
FI.5231,BE.7573,1
FI.5232,BE.6042,1
FI.5232,BE.6045,1
FI.5233,BE.5901,1
FI.5233,BE.5916,1
FI.5233,BE.6045,1
FI.5233,BE.6477,1
FI.5233,FR.6536,1
FI.5233,FR.6537,1
FI.5233,FR.7443,1
FI.5233,FR.7444,1
FI.5233,FR.7447,1
FI.5233,FR.7454,1
FI.5233,FR.7457,1
FI.5233,FR.7461,1
FI.5233,FR.8129,1
FI.5233,FR.8173,1
FI.5233,FR.8180,1
FI.5233,FR.8182,1
FI.5233,FR.8191,1
FI.5233,CH.8243,1
FI.5234,BE.6044,1
FI.5234,BE.6472,1
FI.5235,BE.5903,1
FI.5236,BE.5911,1
FI.5237,BE.5913,1
FI.5238,BE.5914,1
FI.5239,BE.8224,1
FI.5240,BE.5915,1
FI.5240,BE.6479,1
FI.5241,BE.6043,1
FI.5241,BE.8897,1
FI.5242,BE.5932,1
FI.5242,BE.6481,1
FI.5244,BE.6050,1
FI.5245,BE.5934,1
FI.5245,BE.6479,1
FI.5246,BE.5937,1
FI.5246,BE.6045,1
FI.5246,BE.6477,1
FI.5246,FR.6536,1
FI.5246,FR.6537,1
FI.5246,FR.7443,1
FI.5246,FR.7444,1
FI.5246,FR.7447,1
FI.5246,FR.7454,1
FI.5246,FR.7457,1
FI.5246,FR.7461,1
FI.5246,FR.8129,1
FI.5246,FR.8173,1
FI.5246,FR.8180,1
FI.5246,FR.8182,1
FI.5246,FR.8191,1
FI.5246,CH.8243,1
FI.5247,BE.5922,1
FR.5248,BE.5924,1
FR.5249,BE.6036,1
FR.5249,BE.6047,1
FR.5249,BE.9027,1
FR.5250,NL.6421,1
FR.5250,BE.8218,1
FR.5250,DE.8334,1
FR.5250,DE.8453,1
FI.5251,BE.5928,1
FI.5252,BE.6038,1
FI.5254,BE.9027,1
FI.5255,BE.6046,1
FI.5256,BE.5931,1
FI.5256,BE.7574,1
FI.5257,BE.8224,1
FI.5257,BE.8225,1
FI.5258,BE.6049,1
FI.5259,BE.6480,1
FI.5259,BE.6481,1
FI.5260,BE.5935,1
IT.5263,BE.5941,1
FR.5268,BE.5939,1
FR.5268,BE.8897,1
FR.5269,BE.8230,1
FR.5271,BE.5945,1
FR.5271,BE.6481,1
FR.5274,BE.5944,1
FR.5275,BE.6053,1
FR.5276,BE.5950,1
FR.5279,BE.5944,1
IT.5281,BE.5948,1
IT.5281,BE.8226,1
IT.5282,BE.5949,1
IT.5282,BE.5959,1
IT.5283,BE.5963,1
IT.5283,BE.5970,1
IT.5283,BE.5971,1
IT.5283,BE.6050,1
FR.5284,BE.5980,1
FR.5284,BE.8227,1
FR.5285,BE.7576,1
FR.5286,BE.5952,1
FR.5286,BE.5959,1
FR.5287,BE.5957,1
FR.5287,BE.5960,1
FR.5287,BE.5961,1
FR.5287,BE.7576,1
FR.5288,BE.6052,1
FR.5289,BE.6052,1
FR.5292,BE.5956,1
FR.5292,BE.6483,1
FR.5296,BE.6051,1
FR.5299,BE.5964,1
FR.5300,BE.5958,1
FR.5301,BE.6054,1
FR.5302,BE.6056,1
FR.5302,BE.8206,1
FR.5303,BE.5961,1
FR.5303,BE.7576,1
FR.5303,BE.7577,1
FR.5306,BE.5986,1
FR.5306,BE.7576,1
FR.5312,BE.6482,1
FR.5312,BE.6484,1
FR.5312,BE.6485,1
FR.5313,BE.5970,1
FR.5313,BE.5971,1
FR.5314,BE.5966,1
FR.5315,BE.5975,1
FR.5315,BE.6053,1
FR.5316,BE.5969,1
FR.5317,BE.5972,1
FR.5317,BE.5974,1
FR.5319,BE.5985,1
FR.5319,BE.5991,1
FR.5321,BE.5975,1
FR.5322,BE.5971,1
FR.5322,BE.5976,1
FR.5323,BE.5972,1
FR.5324,BE.6486,1
FR.5326,BE.5976,1
FR.5326,BE.5979,1
BE.5328,BE.5979,1
FR.5330,BE.5983,1
FR.5330,BE.6055,1
FR.5331,BE.5981,1
FR.5332,BE.6057,1
FR.5333,BE.6486,1
FR.5338,BE.6056,1
FR.5338,BE.8207,1
FR.5339,BE.5987,1
FR.5340,BE.6058,1
FR.5341,BE.5990,1
FR.5342,BE.5991,1
FR.5342,BE.5992,1
FR.5344,BE.5994,1
FR.5346,BE.5993,1
FR.5347,BE.7578,1
FR.5348,BE.7579,1
FR.5349,BE.6057,1
FR.5349,BE.6060,1
FR.5350,BE.6447,1
FR.5350,BE.9028,1
FR.5351,BE.7561,1
FR.5351,BE.8236,1
FR.5352,BE.6005,1
FR.5352,BE.7579,1
FR.5354,BE.6059,1
FR.5354,BE.8228,1
FR.5356,BE.6006,1
FR.5358,BE.6008,1
FR.5359,BE.6009,1
FR.5359,BE.8228,1
FR.5360,BE.6010,1
FR.5361,BE.6012,1
FR.5362,BE.6011,1
FR.5363,BE.6061,1
FR.5364,BE.6014,1
FR.5368,BE.6015,1
FR.5368,BE.6016,1
FR.5368,BE.6017,1
FR.5368,BE.6061,1
FR.5371,BE.8231,1
FR.5372,BE.6016,1
FR.5372,BE.6017,1
FR.5372,BE.6062,1
FR.5373,BE.6017,1
FR.5374,BE.6018,1
FR.5376,BE.6020,1
FR.5379,BE.6063,1
FR.5379,BE.7392,1
FR.5380,BE.8236,1
FR.5381,BE.6046,1
FR.5381,BE.6457,1
FR.5381,BE.6466,1
FR.5381,BE.8215,1
FR.5384,BE.6465,1
FR.5384,BE.7568,1
FR.5384,BE.8211,1
FR.5384,BE.8214,1
FR.5384,BE.8899,1
FR.5385,BE.8216,1
FR.5387,BE.6041,1
FR.5388,BE.6045,1
FR.5389,BE.7574,1
FR.5390,BE.6477,1
FR.5390,FR.6536,1
FR.5390,FR.6537,1
FR.5390,FR.7443,1
FR.5390,FR.7444,1
FR.5390,FR.7447,1
FR.5390,FR.7454,1
FR.5390,FR.7457,1
FR.5390,FR.7461,1
FR.5390,FR.8129,1
FR.5390,FR.8173,1
FR.5390,FR.8180,1
FR.5390,FR.8182,1
FR.5390,FR.8191,1
FR.5390,CH.8243,1
FR.5391,BE.6457,1
FR.5391,BE.6466,1
FR.5391,BE.8215,1
FR.5392,BE.9027,1
FR.5393,BE.8900,1
FR.5396,BE.8237,1
FR.5397,BE.8230,1
FR.5398,BE.6485,1
FR.5399,BE.7577,1
FR.5400,BE.8206,1
FR.5401,BE.6059,1
FR.5403,LU.7772,1
FR.5404,BE.6487,1
FR.5405,NL.6221,1
FR.5405,NL.8077,1
FR.5409,CZ.6168,1
FR.5409,CZ.6489,1
FR.5410,IT.6119,1
FR.5410,IT.6214,1
FR.5410,IT.6215,1
FR.5410,IT.6275,1
FR.5410,IT.6277,1
FR.5410,IT.6280,1
FR.5410,IT.6286,1
FR.5410,IT.6287,1
FR.5410,IT.6289,1
FR.5410,IT.6290,1
FR.5410,IT.6292,1
FR.5410,IT.6294,1
FR.5410,IT.6296,1
FR.5410,IT.6297,1
FR.5410,IT.6302,1
FR.5410,IT.6303,1
FR.5410,IT.6308,1
FR.5410,IT.6312,1
FR.5410,IT.6612,1
FR.5410,IT.7436,1
FR.5410,IT.7437,1
FR.5410,CH.7694,1
FR.5410,CH.8241,1
FR.5410,IT.8997,1
FR.5411,CZ.6090,1
FR.5411,CZ.6156,1
FR.5411,CZ.7482,1
FR.5412,CZ.6097,1
FR.5412,CZ.6103,1
FR.5413,CZ.6113,1
FR.5413,CZ.6185,1
FR.5414,CZ.6080,1
FR.5414,CZ.6087,1
FR.5414,CZ.6099,1
FR.5418,CZ.6087,1
FR.5419,CZ.6097,1
FR.5419,CZ.6491,1
FR.5420,CZ.6092,1
FR.5420,CZ.6151,1
FR.5420,CZ.6171,1
FR.5420,CZ.7482,1
FR.5422,CZ.6203,1
FR.5424,CZ.6167,1
FR.5425,CZ.6096,1
FR.5425,CZ.7482,1
FR.5427,CZ.6095,1
FR.5432,CZ.6115,1
FR.5432,CZ.6131,1
FR.5432,CZ.6198,1
FR.5432,CZ.7478,1
FR.5433,CZ.6160,1
FR.5433,CZ.6474,1
FR.5433,CZ.7474,1
HU.5436,CZ.6104,1
HU.5436,DE.8169,1
HU.5436,DE.8629,1
FR.5438,CZ.6475,1
FR.5439,CZ.6198,1
FR.5440,CZ.6135,1
FR.5440,DE.8169,1
FR.5440,DE.8629,1
FR.5441,CZ.7474,1
FR.5441,CZ.7477,1
FR.5442,CZ.6128,1
FR.5442,CZ.6129,1
FR.5442,CZ.6172,1
FR.5442,PL.7264,1
FR.5442,PL.7812,1
FR.5442,CZ.8305,1
FR.5444,CZ.6167,1
FR.5444,CZ.7480,1
FR.5445,CZ.7476,1
FR.5446,CZ.7480,1
FR.5446,CZ.8302,1
FR.5447,CZ.6131,1
FR.5447,CZ.6177,1
FR.5447,CZ.6192,1
FR.5447,CZ.6198,1
FR.5447,CZ.7478,1
FR.5449,NL.6396,1
FR.5449,NL.6417,1
FR.5449,NL.6644,1
FR.5449,NL.7487,1
FR.5452,IT.6214,1
FR.5452,IT.6215,1
FR.5452,IT.6275,1
FR.5452,IT.6277,1
FR.5452,IT.6280,1
FR.5452,IT.6281,1
FR.5452,IT.6286,1
FR.5452,IT.6287,1
FR.5452,IT.6289,1
FR.5452,IT.6290,1
FR.5452,IT.6292,1
FR.5452,IT.6294,1
FR.5452,IT.6296,1
FR.5452,IT.6297,1
FR.5452,IT.6300,1
FR.5452,IT.6302,1
FR.5452,IT.6303,1
FR.5452,IT.6308,1
FR.5452,IT.6312,1
FR.5452,IT.6314,1
FR.5452,IT.6316,1
FR.5452,IT.6612,1
FR.5452,IT.7436,1
FR.5452,IT.7437,1
FR.5452,SI.7564,1
FR.5452,CH.7694,1
FR.5452,CH.8241,1
FR.5452,IT.8997,1
FR.5452,IT.8998,1
FR.5454,CZ.6151,1
FR.5454,CZ.6172,1
FR.5454,CZ.6180,1
FR.5456,CZ.6129,1
FR.5456,CZ.6172,1
FR.5456,PL.7264,1
FR.5457,PL.7812,1
FR.5457,CZ.8305,1
FR.5462,CZ.6198,1
FR.5462,CZ.7478,1
FR.5464,CZ.6176,1
FR.5465,CZ.6171,1
FR.5465,CZ.6172,1
PT.5467,PL.6871,1
PT.5467,CZ.7482,1
FR.5471,CZ.6192,1
FR.5471,CZ.6199,1
FR.5472,CZ.6474,1
FR.5472,CZ.7474,1
FR.5472,CZ.8302,1
FR.5473,CZ.7478,1
FR.5474,CZ.8305,1
FR.5475,CZ.6177,1
FR.5475,CZ.6491,1
FR.5475,DE.8805,1
FR.5476,CZ.6489,1
FR.5478,CZ.6185,1
FR.5478,CZ.7477,1
FR.5479,PL.7264,1
FR.5481,CZ.6192,1
FR.5482,CZ.7477,1
FR.5483,IT.6305,1
FR.5483,IT.6308,1
FR.5484,CZ.7478,1
FR.5486,DE.8082,1
FR.5487,IT.7433,1
FR.5488,IT.6214,1
FR.5488,IT.6304,1
FR.5488,IT.6306,1
FR.5489,IT.6215,1
FR.5489,IT.6275,1
FR.5489,IT.6277,1
FR.5489,IT.6280,1
FR.5489,IT.6286,1
FR.5489,IT.6287,1
FR.5489,IT.6289,1
FR.5489,IT.6290,1
FR.5489,IT.6292,1
FR.5489,IT.6294,1
FR.5489,IT.6296,1
FR.5489,IT.6297,1
FR.5489,IT.6302,1
FR.5489,IT.6303,1
FR.5489,IT.6304,1
FR.5489,IT.6308,1
FR.5489,IT.6312,1
FR.5489,IT.6612,1
FR.5489,IT.7436,1
FR.5489,IT.7437,1
FR.5489,CH.7694,1
FR.5489,CH.8241,1
FR.5489,IT.8997,1
FR.5490,IT.6275,1
FR.5490,IT.6277,1
FR.5490,IT.6280,1
FR.5490,IT.6286,1
FR.5490,IT.6287,1
FR.5490,IT.6289,1
FR.5490,IT.6290,1
FR.5490,IT.6292,1
FR.5490,IT.6294,1
FR.5490,IT.6296,1
FR.5490,IT.6297,1
FR.5490,IT.6302,1
FR.5490,IT.6303,1
FR.5490,IT.6308,1
FR.5490,IT.6312,1
FR.5490,IT.6612,1
FR.5490,IT.7436,1
FR.5490,IT.7437,1
FR.5490,CH.7694,1
FR.5490,CH.8241,1
FR.5490,IT.8997,1
FR.5492,IT.6280,1
FR.5492,IT.6317,1
PT.5493,IT.6251,1
PT.5493,IT.6254,1
PT.5493,IT.6255,1
PT.5493,IT.6264,1
PT.5493,IT.6266,1
PT.5493,IT.6271,1
PT.5493,IT.6272,1
PT.5493,IT.6283,1
PT.5493,IT.6310,1
PT.5493,IT.7433,1
PT.5493,IT.7744,1
PT.5493,IT.7757,1
PT.5493,IT.8996,1
PT.5493,IT.8997,1
PT.5494,BE.6446,1
PT.5494,NL.7491,1
PT.5494,NL.8026,1
FR.5495,DE.8334,1
FR.5495,DE.8445,1
FR.5496,NL.6414,1
FR.5496,NL.7500,1
FR.5496,NL.8077,1
FR.5497,NL.7506,1
FR.5497,NL.8100,1
FR.5498,NL.7488,1
FR.5499,NL.6309,1
FR.5499,NL.6397,1
FR.5500,IT.7753,1
FR.5501,NL.7831,1
FR.5501,NL.8058,1
FR.5502,NL.6319,1
FR.5502,NL.7494,1
FR.5502,NL.7873,1
FR.5502,NL.7879,1
FR.5502,NL.7880,1
FR.5502,NL.7934,1
FR.5502,NL.8059,1
FR.5502,NL.8117,1
FR.5503,NL.6445,1
FR.5505,NL.6309,1
FR.5505,NL.6396,1
FR.5505,NL.8044,1
FR.5508,RO.6365,1
FR.5510,IT.7759,1
FR.5511,IT.6254,1
FR.5511,IT.6255,1
FR.5511,IT.6264,1
FR.5511,IT.6266,1
FR.5511,IT.6271,1
FR.5511,IT.6272,1
FR.5511,IT.6283,1
FR.5511,IT.6310,1
FR.5511,IT.7433,1
FR.5511,IT.7744,1
FR.5511,IT.7757,1
FR.5511,IT.8996,1
FR.5511,IT.8997,1
FR.5512,IT.6255,1
FR.5512,IT.6264,1
FR.5512,IT.6266,1
FR.5512,IT.6271,1
FR.5512,IT.6272,1
FR.5512,IT.6283,1
FR.5512,IT.6310,1
FR.5512,IT.7433,1
FR.5512,IT.7744,1
FR.5512,IT.7757,1
FR.5512,IT.8996,1
FR.5512,IT.8997,1
FR.5513,IT.6264,1
FR.5513,IT.6266,1
FR.5513,IT.6271,1
FR.5513,IT.6272,1
FR.5513,IT.6283,1
FR.5513,IT.6310,1
FR.5513,IT.7433,1
FR.5513,IT.7744,1
FR.5513,IT.7757,1
FR.5513,IT.8996,1
FR.5513,IT.8997,1
FR.5514,IT.6263,1
FR.5514,IT.7665,1
FR.5515,IT.6272,1
FR.5515,IT.7741,1
FR.5518,IT.7665,1
FR.5518,IT.8992,1
GB.5521,IT.6266,1
GB.5521,IT.6271,1
GB.5521,IT.6272,1
GB.5521,IT.6283,1
GB.5521,IT.6310,1
GB.5521,IT.7433,1
GB.5521,IT.7744,1
GB.5521,IT.7757,1
GB.5521,IT.8996,1
GB.5521,IT.8997,1
GB.5522,IT.6267,1
GB.5522,IT.6271,1
GB.5522,IT.6272,1
GB.5522,IT.6283,1
GB.5522,IT.6310,1
GB.5522,IT.7433,1
GB.5522,IT.7744,1
GB.5522,IT.7757,1
GB.5522,IT.8996,1
GB.5522,IT.8997,1
GB.5524,IT.7661,1
GB.5525,IT.6272,1
GB.5525,IT.6283,1
GB.5525,IT.6310,1
GB.5525,IT.7433,1
GB.5525,IT.7744,1
GB.5525,IT.7757,1
GB.5525,IT.8996,1
GB.5525,IT.8997,1
FR.5526,IT.6283,1
FR.5526,IT.6310,1
FR.5526,IT.7433,1
FR.5526,IT.7741,1
FR.5526,IT.7744,1
FR.5526,IT.7757,1
FR.5526,IT.8996,1
FR.5526,IT.8997,1
FR.5527,IT.6277,1
FR.5527,IT.6280,1
FR.5527,IT.6281,1
FR.5527,IT.6286,1
FR.5527,IT.6287,1
FR.5527,IT.6289,1
FR.5527,IT.6290,1
FR.5527,IT.6292,1
FR.5527,IT.6294,1
FR.5527,IT.6296,1
FR.5527,IT.6297,1
FR.5527,IT.6300,1
FR.5527,IT.6302,1
FR.5527,IT.6303,1
FR.5527,IT.6308,1
FR.5527,IT.6312,1
FR.5527,IT.6314,1
FR.5527,IT.6316,1
FR.5527,IT.6612,1
FR.5527,IT.7436,1
FR.5527,IT.7437,1
FR.5527,SI.7564,1
FR.5527,CH.7694,1
FR.5527,CH.8241,1
FR.5527,IT.8997,1
FR.5527,IT.8998,1
SI.5532,IT.6277,1
SI.5532,IT.6291,1
SI.5532,IT.6293,1
SI.5532,IT.7664,1
HU.5534,IT.6280,1
HU.5534,IT.6286,1
HU.5534,IT.6287,1
HU.5534,IT.6289,1
HU.5534,IT.6290,1
HU.5534,IT.6292,1
HU.5534,IT.6293,1
HU.5534,IT.6294,1
HU.5534,IT.6296,1
HU.5534,IT.6297,1
HU.5534,IT.6302,1
HU.5534,IT.6303,1
HU.5534,IT.6308,1
HU.5534,IT.6312,1
HU.5534,IT.6612,1
HU.5534,IT.7436,1
HU.5534,IT.7437,1
HU.5534,CH.7694,1
HU.5534,CH.8241,1
HU.5534,IT.8997,1
HU.5535,IT.6286,1
HU.5535,IT.6287,1
HU.5535,IT.6289,1
HU.5535,IT.6290,1
HU.5535,IT.6292,1
HU.5535,IT.6294,1
HU.5535,IT.6296,1
HU.5535,IT.6297,1
HU.5535,IT.6302,1
HU.5535,IT.6303,1
HU.5535,IT.6308,1
HU.5535,IT.6312,1
HU.5535,IT.6612,1
HU.5535,IT.7436,1
HU.5535,IT.7437,1
HU.5535,CH.7694,1
HU.5535,CH.8241,1
HU.5535,IT.8997,1
HU.5536,IT.6300,1
HU.5536,IT.6314,1
HU.5536,IT.6316,1
HU.5536,SI.7564,1
HU.5536,IT.8998,1
HU.5537,IT.6310,1
HU.5537,IT.7433,1
